ident,elevation_meters,latitude,longitude,iata_code
CA-0093,460.85760000000005,51.65739,-120.070878,
CA-0094,,69.215526,-118.636294,
CA-0095,621.792,64.475545,-140.741748,
CA-0096,12.192,69.583336,-120.75,
CA-0097,,53.08333206176758,-116.81666564941406,
CA-0098,,58.54999923706055,-119.05000305175781,
CA-0099,,54.233333587646484,-100.5999984741211,
CA-0100,103.632,45.016001,-73.6888,
CA-0101,,55.95000076293945,-110.5,
CA-0102,,58.70000076293945,-118.68333435058594,
CA-0103,,49.91666793823242,-99.80000305175781,
CA-0104,,49.70000076293945,-126.76667022705078,
CA-0105,,57.36666488647461,-107.13333129882812,
CA-0106,,72.66666412353516,-98.5,
CA-0107,,61.31666564941406,-98.5,
CA-0108,285.9024,42.883333,-80.866669,
CA-0109,,49.257414,-125.938897,
CA-0110,,46.38056945800781,-72.53002166748047,
CA-0111,7.9248,55.898706,-60.912752,
CA-0112,,62.112314446199996,-74.554681778,
CA-0113,176.78400000000002,68.627546,-71.125832,
CA-0114,,63.18333435058594,-113.9000015258789,
CA-0115,,50.4602361484,-105.812416077,
CA-0116,,47.03333282470703,-65.53333282470703,
CA-0117,,76.4000015258789,-108.53333282470703,
CA-0118,,76.46666717529297,-108.73332977294922,
CA-0119,,55.81666564941406,-126.41666412353516,
CA-0120,1036.3200000000002,50.95,-113.9667,
CA-0121,175.26000000000002,65.1925,-123.430002,
CA-0122,,57.599998474121094,-129.4166717529297,
CA-0123,564.4896,55.8094,-117.8924,
CA-0124,45.72,45.499401,-75.547401,
CA-0125,678.1800000000001,53.583302,-113.233002,
CA-0126,,53.674359,-113.461629,
CA-0127,,47.36666488647461,-68.33333587646484,
CA-0128,,48.96666717529297,-92.36666870117188,
CA-0129,,61.650001525878906,-74.66666412353516,
CA-0130,,46.266666412353516,-81.73332977294922,
CA-0131,,46.25,-81.8499984741211,
CA-0132,749.808,57.266663,-125.449997,
CA-0133,885.4440000000001,58.688728,-114.976132,
CA-0134,,53.81666564941406,-79.0,
CA-0135,,56.66666793823242,-111.33333587646484,
CA-0136,,58.79999923706055,-122.73332977294922,
CA-0137,,58.834113,-121.393175,
CA-0138,,56.309947,-121.006106,
CA-0139,,45.932916,-66.658537,
CA-0140,,51.95000076293945,-68.13333129882812,
CA-0141,,55.767439,-124.691757,
CA-0142,,55.86666488647461,-115.80000305175781,
CA-0143,2.4384,68.662677,-97.796,
CA-0144,,50.20000076293945,-99.05000305175781,
CA-0145,,54.266666412353516,-111.13333129882812,
CA-0146,,54.83333206176758,-118.6500015258789,
CA-0147,,49.81666564941406,-126.06666564941406,
CA-0148,,54.733333587646484,-116.31666564941406,
CA-0149,,44.11666488647461,-78.25,
CA-0150,485.5464,43.981464,-80.258757,
CA-0151,,68.4000015258789,-98.6500015258789,
CA-0152,,50.897585,-122.837966,
CA-0153,,42.926797,-80.120716,
CA-0154,,44.643735,-63.567702,
CA-0155,1014.984,64.666301,-136.846771,
CA-0156,,49.45000076293945,-100.51667022705078,
CA-0157,285.2928,49.000521,-97.903311,
CA-0158,,61.650001525878906,-97.36666870117188,
CA-0159,65.8368,45.529726422799996,-76.16735458370002,
CA-0160,,50.650001525878906,-113.8499984741211,
CA-0161,,50.599998474121094,-114.08300018310547,
CA-0162,702.2592000000001,50.083332,-106.966667,
CA-0163,359.96880000000004,47.833159,-67.906783,
CA-0164,,70.013725,-126.955109,
CA-0165,,57.323475,-118.918839,
CA-0166,,55.032515,-115.515785,
CA-0167,40.8432,45.200003,-73.883331,
CA-0168,,50.53333282470703,-103.5999984741211,
CA-0169,,44.398283,-78.139057,
CA-0170,,68.366669,-133.75,
CA-0171,61.5696,78.79255,-103.549297,
CA-0172,,57.21666717529297,-122.21666717529297,
CA-0173,,49.66666793823242,-87.58333587646484,
CA-0174,8.5344,68.6568,-101.735,
CA-0175,,56.599998474121094,-126.19999694824219,
CA-0176,,72.76667022705078,-118.5,
CA-0177,1223.1624000000002,54.421364,-118.980596,
CA-0178,9.144,57.0415,-90.1126,
CA-0179,1005.84,54.11381,-116.622507,
CA-0180,,58.31666564941406,-110.28333282470703,
CA-0181,,57.733333587646484,-117.61666870117188,
CA-0182,,57.63333511352539,-118.3499984741211,
CA-0183,,68.251076,-88.145198,
CA-0184,,52.16666793823242,-103.5999984741211,
CA-0185,,50.13333511352539,-89.44999694824219,
CA-0186,,61.849998474121094,-132.3000030517578,
CA-0187,,46.80739974975586,-71.20659637451172,
CA-0188,,56.86666488647461,-106.1500015258789,
CA-0189,22.86,52.883175,-127.089758,
CA-0190,,49.66666793823242,-107.05000305175781,
CA-0191,,77.763338,-101.039515,
CA-0192,,67.932816,-64.869204,
CA-0193,,57.78333282470703,-129.61666870117188,
CA-0194,,57.11666488647461,-128.6666717529297,
CA-0195,,56.83333206176758,-128.13333129882812,
CA-0196,13.716000000000001,69.596348,-140.172507,
CA-0197,,59.08333206176758,-121.25,
CA-0198,,53.58333206176758,-77.68333435058594,
CA-0199,,51.852500915527,-63.276798248291,
CA-0200,,50.66110610961914,-68.74042510986328,
CA-0201,1.524,68.475313,-113.224411,
CA-0202,,54.099998474121094,-72.53333282470703,
CA-0203,307.2384,58.033333,-114.133331,
CA-0204,,55.54999923706055,-122.46666717529297,
CA-0205,579.12,50.43299865722656,-105.54199981689453,
CA-0206,900.9888000000001,65.088001,-138.359995,
CA-0207,,59.516666,-126.366669,
CA-0208,670.5600000000001,62.190939,-134.88224,
CA-0209,,61.36666488647461,-134.36666870117188,
CA-0210,,53.088878,-115.295778,
CA-0211,6.096,68.932,-75.282,
CA-0212,,77.44999694824219,-105.08333587646484,
CA-0213,490.1184,65.7666702271,-111.25,
CA-0214,283.464,50.245,-121.5683,
CA-0215,,47.576815,-68.338009,
CA-0216,19.812,68.342732,-85.73971,
CA-0217,,72.41666412353516,-82.41666412353516,
CA-0218,692.2008000000001,62.172118,-133.98308,
CA-0219,,50.44204,-127.793312,
CA-0220,,65.81666564941406,-140.25,
CA-0221,,78.222433,-101.060208,
CA-0222,,53.661528,-125.761926,
CA-0223,,55.424720764160156,-113.6080551147461,
CA-0224,575.4624,49.833333,-101.51666,
CA-0225,,68.821511,-95.283995,
CA-0226,,59.0,-117.66666412353516,
CA-0227,680.0088000000001,56.097896,-124.40094,
CA-0228,,51.83333206176758,-118.63333129882812,
CA-0229,15.8496,45.221617,-63.150118,
CA-0230,,67.23332977294922,-135.3000030517578,
CA-0231,,65.11666870117188,-138.3333282470703,
CA-0232,,62.5,-116.48332977294922,
CA-0233,,51.86666488647461,-65.71666717529297,
CA-0234,609.6,66.122945,-137.246189,
CA-0235,,50.583332,-66.033333,
CA-0236,,51.16666793823242,-65.71666717529297,
CA-0237,630.936,51.2536697022,-119.863629341,
CA-0238,333.75600000000003,49.971305,-94.700979,
CA-0239,459.33360000000005,62.594085,-136.823072,
CA-0240,,50.525439,-125.053607,
CA-0241,267.9192,53.706259,-100.343971,
CA-0242,,56.733333587646484,-126.6500015258789,
CA-0243,,56.483333587646484,-127.53333282470703,
CA-0244,,49.91666793823242,-105.86666870117188,
CA-0245,9.144,76.2392,-119.3216,
CA-0246,,44.16669845581055,-79.36669921875,
CA-0247,,60.660459,-123.583188,
CA-0248,,62.016666412353516,-137.06666564941406,
CA-0249,,42.9248409691,-79.0784794092,
CA-0250,45.72,65.681531,-128.826921,
CA-0251,,58.195421,-132.325988,
CA-0252,,48.95000076293945,-65.36666870117188,
CA-0253,,51.38333511352539,-91.16666412353516,
CA-0254,457.20000000000005,45.588055,-70.871665,
CA-0255,,54.20000076293945,-102.05000305175781,
CA-0256,3.048,57.123495,-91.667374,
CA-0257,1025.0424,50.383335,-113.666664,
CA-0258,,46.402681,-62.317822,
CA-0259,,69.94856,-128.896072,
CA-0260,1209.1416000000002,52.320295,-125.234047,
CA-0261,,55.86666488647461,-115.16666412353516,
CA-0262,,51.24769973754883,-105.87999725341797,
CA-0263,527.304,51.6,-104.9383,
CA-0264,,52.71666717529297,-115.71666717529297,
CA-0265,,52.282493591308594,-72.06619262695312,
CA-0266,209.0928,46.193956,-80.312096,
CA-0267,884.2248000000001,56.849998,-118.616669,
CA-0268,,50.016666412353516,-89.31666564941406,
CA-0269,,65.3499984741211,-138.46665954589844,
CA-0270,453.54240000000004,43.900002,-80.016671,
CA-0271,,47.483333587646484,-73.6500015258789,
CA-0272,,56.70000076293945,-115.93333435058594,
CA-0273,,57.20000076293945,-114.66666412353516,
CA-0274,21.945600000000002,53.426772,-57.23156,
CA-0275,,45.41666793823242,-64.33333587646484,
CA-0276,,51.083332,-116.633331,
CA-0277,,51.13333511352539,-99.86666870117188,
CA-0278,,56.41669845581055,-116.88300323486328,
CA-0279,,69.806649,-122.666645,
CA-0280,947.928,49.835088,-113.241332,
CA-0281,92.964,68.438,-89.602,
CA-0282,,66.06666564941406,-101.08333587646484,
CA-0283,,45.13333511352539,-66.68333435058594,
CA-0284,,50.36666488647461,-93.11666870117188,
CA-0285,,49.96666717529297,-99.3499984741211,
CA-0286,200.8632,42.89009,-82.12098,
CA-0287,260.604,51.670727,-98.740325,
CA-0288,60.96,75.389381,-96.93203,
CA-0289,,49.733333587646484,-107.48332977294922,
CA-0290,,66.31666564941406,-140.13333129882812,
CA-0291,212.1408,43.884779,-81.698027,
CA-0292,,49.88333511352539,-127.1500015258789,
CA-0293,194.7672,66.103,-117.9347,
CA-0294,85.34400000000001,50.049999,-66.883331,
CA-0295,,44.0,-79.633331,
CA-0296,,50.91669845581055,-114.26699829101562,
CA-0297,703.1736000000001,55.390002,-111.1198,PFM
CA-0298,,50.685471,-111.531353,
CA-0299,575.1576,57.966667,-122.783333,
CA-0300,,50.58333206176758,-94.26667022705078,
CA-0301,528.828,61.813487,-73.92742,
CA-0302,,50.384574,-124.935409,
CA-0303,,58.49122619628906,-118.9195327758789,
CA-0304,1630.68,52.086813,-115.856092,
CA-0305,,56.04999923706055,-124.21666717529297,
CA-0306,,75.365399,-105.727823,
CA-0307,188.976,44.0,-78.6488,
CA-0308,,49.58333206176758,-101.68333435058594,
CA-0309,371.2464,46.950003,-66.566666,
CA-0310,,57.88333511352539,-111.01667022705078,
CA-0311,914.0952000000001,51.958652,-122.508652,
CA-0312,,44.251099,-76.503403,
CA-0313,472.44,50.010055763699995,-100.313930511,
CA-0314,13.411200000000001,47.445332,-69.979134,
CA-0315,209.7024,42.579731,-81.684705,
CA-0316,,53.028994,-66.244361,
CA-0317,,68.599158,-111.125505,
CA-0318,,55.29999923706055,-111.98332977294922,
CA-0319,,69.063868,-79.087402,
CA-0320,,62.849998474121094,-116.0,
CA-0321,405.0792,48.466667,-74.666664,
CA-0322,81.9912,58.474312,-62.653999,YSV
CA-0323,323.3928,55.46689987182617,-127.7030029296875,
CA-0324,,48.766666412353516,-123.46666717529297,
CA-0325,,68.549243,-83.320996,
CA-0326,,54.916495,-114.783368,
CA-0327,,50.194227,-90.663193,
CA-0328,198.12,65.73333,-118.916664,
CA-0329,,51.179237,-125.039177,
CA-0330,,57.28333282470703,-131.8333282470703,
CA-0331,,59.25,-119.33333587646484,
CA-0332,,57.266666412353516,-111.48332977294922,
CA-0333,30.1752,68.79538,-93.419667,
CA-0334,,76.083463,-108.452985,
CA-0335,,54.286708,-119.84329,
CA-0336,,58.266666412353516,-131.78334045410156,
CA-0337,,55.29069900512695,-128.9969940185547,
CA-0338,30.48,68.929564,-137.234705,
CA-0339,28.651200000000003,48.612051,-124.751778,
CA-0340,,57.08333206176758,-122.5999984741211,
CA-0341,232.86720000000003,42.852813,-80.287143,
CA-0342,,68.589851,-91.947586,
CA-0343,,51.75,-113.883331,
CA-0344,,53.483333587646484,-104.80000305175781,
CA-0345,,59.900001525878906,-126.43333435058594,
CA-0346,,54.75,-118.58333587646484,
CA-0347,,54.400001525878906,-118.28333282470703,
CA-0348,,62.354151,-140.404432,
CA-0349,,60.48659,-133.458067,
CA-0350,,46.349998474121094,-73.38333129882812,
CA-0351,,45.61666488647461,-72.93333435058594,
CA-0352,301.1424,46.216667,-70.5,
CA-0353,,45.68333435058594,-72.83333587646484,
CA-0354,,50.38333511352539,-107.76667022705078,
CA-0355,,51.491374,-55.813036,
CA-0356,,47.180555,-67.890272,
CA-0357,107.28960000000001,49.467727,-122.225691,
CA-0358,,46.06666564941406,-72.98332977294922,
CA-0359,,46.632582600199996,-71.7893457413,
CA-0360,,45.43330001831055,-74.25,
CA-0361,,53.13333511352539,-117.11666870117188,
CA-0362,,64.33333587646484,-125.38333129882812,
CA-0363,,51.472702,-122.833614,
CA-0364,,69.332027,-138.71852,
CA-0365,688.8480000000001,56.001957,-124.236917,
CA-0366,357.83520000000004,43.316666,-81.033333,
CA-0367,,51.014512,-113.629677,
CA-0368,,51.04999923706055,-113.5,
CA-0369,,57.20000076293945,-127.08333587646484,
CA-0370,,51.20000076293945,-102.36666870117188,
CA-0371,,46.349998,-79.966667,
CA-0372,274.32,54.29175,-101.821902,
CA-0373,,68.795504,-103.343156,
CA-0374,,58.91666793823242,-111.96666717529297,
CA-0375,125.8824,47.334221,-65.433718,
CA-0376,,57.33333206176758,-115.5999984741211,
CA-0377,,51.915606,-124.598401,
CA-0378,289.56,48.81197898719999,-87.09943771360001,
CA-0379,,53.266666412353516,-126.06666564941406,
CA-0380,250.8504,44.042101,-79.84668,
CA-0381,,52.836714,-116.711263,
CA-0382,,67.46666717529297,-130.85000610351562,
CA-0383,638.556,59.944113,-118.079388,
CA-0384,,61.08333206176758,-131.21665954589844,
CA-0385,,49.399859,-67.31246,
CA-0386,91.1352,46.466667,-65.466667,
CA-0387,790.0416,56.797989,-114.414195,
CA-0388,15.5448,69.4248,-132.9467,
CA-0389,,69.002603,-134.671957,
CA-0390,,51.564534,-123.824673,
CA-0391,308.4576,45.2107,-79.5045,
CA-0392,,46.62863540649414,-65.87196350097656,
CA-0393,74.9808,46.587133,-67.719555,
CA-0394,643.128,56.056319,-115.323086,
CA-0395,784.86,52.865732,-119.295711,
CA-0396,,49.2691976954,-122.933339775,
CA-0397,69.4944,45.450003,-74.683334,
CA-0398,,52.016666412353516,-107.03333282470703,
CA-0399,983.2848,50.25,-113.366669,
CA-0400,,51.38330078125,-65.63330078125,
CA-0401,,57.766666412353516,-115.44999694824219,
CA-0402,,45.849998474121094,-65.8499984741211,
CA-0403,292.608,46.3197,-81.8744,
CA-0404,391.3632,48.799886,-93.081944,
CA-0405,,68.610044,-73.242081,
CA-0406,,54.13333511352539,-115.66666412353516,
CA-0407,374.2944,52.21702,-90.464859,
CA-0408,,53.86666488647461,-117.55000305175781,
CA-0409,,43.9375234968,-77.08777606490001,
CA-0410,,49.0,-109.73332977294922,
CA-0411,315.468,43.897621,-81.335737,
CA-0412,9.7536,55.2242,-85.1174,
CA-0413,,53.216408,-116.084901,
CA-0414,,56.516666412353516,-119.08333587646484,
CA-0415,128.01600000000002,50.215459,-126.619756,
CA-0416,256.03200000000004,52.615452,-96.184015,
CA-0417,,50.71666717529297,-101.93333435058594,
CA-0418,,59.900001525878906,-116.3499984741211,
CA-0419,,62.45000076293945,-114.41699981689453,
CA-0420,,62.43330001831055,-114.36699676513672,
CA-0421,,51.53614,-111.19324,
CA-0422,594.36,58.9258,-121.473201,
CA-0423,,46.983333587646484,-70.83333587646484,
CA-0424,326.136,55.53519821166992,-127.86599731445312,
CA-0425,300.8376,55.193001,-127.712997,
CA-0426,,45.4675131907,-74.6766815185,
CA-0427,,50.637459,-105.036194,
CA-0428,,51.1344200458,-106.585707664,
CA-0429,,42.938894,-79.10006,
CA-0430,170.68800000000002,44.024881,-78.426976,
CA-0431,153.0096,43.940197,-78.444185,
CA-0432,603.504,50.597731,-104.601312,
CA-0433,107.59440000000001,44.016353,-77.138047,
CA-0434,,42.836199025899994,-80.044670105,
CA-0435,,43.3404490137,-79.83305454250001,
CA-0436,,42.903005,-79.855371,
CA-0437,,43.9459440235,-77.244207859,
CA-0438,,43.8735194557,-77.158741951,
CA-0439,86.86800000000001,43.96675,-77.31325,
CA-0440,,43.843244,-77.144757,
CA-0441,691.8960000000001,53.690049,-113.693433,
CA-0442,,43.7975530554,-79.7895812988,
CA-0443,,44.25700308649999,-66.3593530655,
CA-0444,249.936,44.447473,-79.100107,
CA-0445,1002.792,49.55,-113.3333,
CA-0446,109.72800000000001,50.409447,-125.131617,YRR
CA-0447,,43.3576842766,-79.9830651283,
CA-0448,,43.166812906299995,-80.7752287388,
CA-0449,319.4304,43.128144,-80.800785,
CA-0450,,50.648263182,-119.90032196,
CA-0451,,50.659473079099996,-119.793720245,
CA-0452,243.84,42.85709146759999,-80.63207387920001,
CA-0453,,51.4954922213,-120.835790634,
CA-0454,190.5,44.754657,-76.929016,
CA-0455,,43.7378792754,-80.08428096770001,
CA-0456,,43.3471211516,-80.43365478519999,
CA-0457,6.096,47.276376,-61.712329,
CA-0458,,43.9324087966,-78.5288572311,
CA-0459,365.1504,44.166891,-78.93503,
CA-0460,280.416,44.066081,-79.020882,
CA-0461,,43.915547,-79.133899,
CA-0462,,45.505204,-73.546815,
CA-0463,,45.688674404299995,-73.5811257362,
CA-0464,,45.6931260794,-73.58091115949999,
CA-0465,,43.9765877574,-78.706870079,
CA-0466,,43.982038338,-78.81718397139998,
CA-0467,,43.870859,-79.011869,
CA-0468,,44.154776381299996,-79.1985189915,
CA-0469,,42.245166587,-82.72061347959999,
CA-0470,,42.1883059789,-82.673470974,
CA-0471,198.12,42.865852,-82.360768,
CA-0472,,43.1022832509,-79.87678527830002,
CA-0473,,42.884282,-79.319036,
CA-0474,,63.132175914099996,-117.258625031,
CA-0475,,52.1977699021,-121.957587004,
CA-0476,,52.165890651199994,-122.20654428,
CA-0477,,52.165857747,-122.162486315,
CA-0478,,52.140471539,-122.158881426,
CA-0479,,52.1237896659,-122.107565403,
CA-0480,,52.110247928700005,-122.134366035,
CA-0481,,44.063899,-78.4996,
CA-0482,,43.718512413199996,-81.23827457430001,
CA-0483,,43.740833,-79.422222,
CA-0484,,43.714666206299995,-79.45590376850001,
CA-0485,,43.6987669661,-79.49644804,
CA-0486,,43.712778,-79.359167,
CA-0487,,43.572975860599996,-79.5534181595,
CA-0488,,43.748889,-79.460833,
CA-0489,,43.765221,-79.423749,
CA-0490,,46.7707326713,-71.2854766846,
CA-0491,,45.627778,-73.454722,
CA-0492,,44.383824,-78.157468,
CA-0493,,43.9686657666,-79.40330028530002,
CA-0494,411.48,48.428574,-74.518375,
CA-0495,,44.3151588418,-76.9580966234,
CA-0496,,54.884211,-120.647564,
CA-0497,1041.8064,50.331944,-113.357778,
CA-0498,,44.2530609746,-76.9941186905,
CA-0499,,49.038515,-122.130675,
CA-0500,,44.3582469361,-76.85742259030002,
CA-0501,,43.98605261,-77.18740940090001,
CA-0502,470.916,45.374212,-77.723115,
CA-0503,893.0640000000001,51.594322,-113.480229,
CA-0504,178.00320000000002,71.324167,-79.356944,YMV
CA-0505,,51.008489,-72.989837,
CA-0506,152.4,44.354603,-76.85507,
CA-0507,118.872,44.105299,-77.459149,
CA-0508,281.94,44.439438,-80.937667,
CA-0509,238.0488,44.579922,-80.981083,
CA-0510,259.08000000000004,44.54063,-78.893096,
CA-0511,304.8,48.077864,-77.869655,
CA-0512,299.9232,48.071742,-77.87384,
CA-0513,632.46,53.7136187439,-111.730871201,
CA-0514,,45.039787,-74.859477,
CA-0515,,49.120833333300006,-81.0435,
CA-0516,247.8024,42.936718,-81.479738,
CA-0517,57.912000000000006,48.781844,-123.281611,
CA-0518,364.236,48.1830555556,-82.5492361111,
CA-0519,,45.5192782552,-72.0316457748,
CA-0520,,44.448507,-78.910104,
CA-0521,,44.23,-81.026667,
CA-0522,1164.336,50.868,-114.138,
CA-0523,411.48,43.978626,-80.776467,
CA-0524,365.76,44.588125,-80.763159,
CA-0525,246.888,43.371599,-79.93238,
CA-0526,112.47120000000001,49.401389,-62.295278,
CA-0527,79.248,45.305662,-75.472953,
CA-0528,,43.301817,-79.971832,
CA-0529,,43.995230377300004,-77.18827575450001,
CA-0530,,44.033554785599996,-77.1363830566,
CA-0531,,43.9093234337,-77.0790508389,
CA-0532,,43.910956260599995,-77.081387043,
CA-0533,,48.392617,-77.225038,
CA-0534,198.12,46.12566,-71.574727,
CA-0535,,44.990326,-75.203253,
CA-0536,,43.419447,-81.237176,
CA-0537,287.1216,44.18,-80.9515,
CA-0538,18.8976,49.252372,-121.945846,
CA-0539,,50.3629,-125.1385,
CA-0540,,52.3774,-126.7954,
CA-0541,24.9936,50.33,-126.93,
CA-0542,441.35040000000004,50.234,-117.8,
CA-0543,0.0,50.5117,-128.0284,
CA-0544,720.8520000000001,55.35,-123.08,
CA-0545,687.9336000000001,55.1635,-125.7133,
CA-0546,752.856,58.459,-130.038,
CA-0547,797.9664,50.49,-116.01,
CA-0548,762.0,54.008098602295,-123.02300262451,
CA-0549,,43.9163977,-77.52523636,
CA-0550,485.5464,57.4616,-106.7528,
CA-0551,156.0576,66.06,-117.89,
CA-0552,,68.935,-137.225,
CA-0553,156.972,61.164,-113.678,
CA-0554,0.0,69.62,-140.81,
CA-0555,168.85920000000002,60.01675,-111.889589,
CA-0556,103.0224,69.637,-116.196,
CA-0557,143.256,61.35,-117.651,
CA-0558,156.972,61.379,-112.744,
CA-0559,593.7504,55.226,-113.198,
CA-0560,163.068,65.72,-118.84,
CA-0561,190.5,44.83051,-80.900981,
CA-0562,,44.835907609474,-80.975400706753,
CA-0563,233.78160000000003,44.8902,-80.9773,
CA-0564,228.60000000000002,42.424644,-81.865847,
CA-0565,283.464,47.6506,-80.785301,
CA-0566,12.192,54.294727,-130.880179,
CA-0567,650.748,56.247489,-119.798636,
CA-0568,301.752,58.272539,-116.461299,
CA-0569,245.364,59.4092,-108.8543,
CA-0570,219.15120000000002,44.12,-79.82,
CA-0571,0.0,53.420455,-60.374759,
CA-0572,149.0472,46.3708,-73.3247,
CA-0573,329.4888,46.032733,-74.054189,
CA-0574,35.052,45.306001,-74.058008,
CA-0575,0.0,70.468,-68.58,
CA-0576,442.87440000000004,47.290002,-83.180002,
CA-0577,224.94240000000002,43.0458001,-81.6925,
CA-0578,282.8544,45.4424002,-77.6925,
CA-0579,22.250400000000003,48.9224,-125.541601,
CA-0580,12.8016,51.249701,-127.8364,
CA-0581,0.9144000000000001,54.56854,-130.70648,
CA-0582,70.7136,48.8206,-125.1193,
CA-0583,9.4488,50.8609,-127.6126,
CA-0584,432.81600000000003,60.3311002,-123.813,
CA-0585,3.048,48.298504,-123.5322,
CA-0586,1096.0608,51.1152,-114.2956,
CA-0587,1146.3528000000001,51.065323,-114.135064,
CA-0588,1285.3416,51.1657,-114.314801,
CA-0589,1104.5952,50.7448,-113.991601,
CA-0590,1062.5328,50.8828,-113.952,
CA-0591,1312.164,51.0924,-115.349501,
CA-0592,30.48,45.0935,-63.3951,
CA-0593,37.1856,45.2389,-63.3286,
CA-0594,857.0976,49.821603,-112.5308,
CA-0595,1060.704,51.6535,-114.353,
CA-0596,12.192,51.6561,-126.681703,
CA-0597,17.6784,66.251502,-128.6497,
CA-0598,320.04,44.988503,-79.1895,
CA-0599,563.88,49.5844,-101.5599,
CA-0600,9.144,45.49035,-73.303326,
CA-0601,70.104,45.292501,-75.3081,
CA-0602,0.0,44.625,-65.745,
CA-0603,9.144,50.9501,-124.8848,
CA-0604,719.9376000000001,54.440705,-124.2424,
CA-0605,,82.75,-73.0,
CA-0606,0.0,44.761,-66.753,
CA-0607,293.2176,50.4333,-87.1167,
CA-0608,670.5600000000001,53.5133,-108.6653,
CA-0609,273.4056,44.490101,-78.977902,
CA-0610,599.5416,49.49,-102.882902,
CA-0611,0.0,70.7347,-117.760401,
CA-0612,14.630400000000002,49.471829,-124.684468,
CA-0613,314.8584,46.88,-79.78,
CA-0614,286.8168,48.0,-84.760001,
CA-0615,736.092,53.526,-114.61,
CA-0616,143.256,46.7156,-72.58702,
CA-0617,,63.730001,-68.51,
CA-0618,187.1472,48.817,-57.990001,
CA-0619,283.464,45.4425,-77.6925,
CA-0620,184.7088,42.28941,-81.99976,
CA-0621,63.0936,50.7819,-128.427504,
CA-0622,,68.91,-75.27,
CA-0623,33.528,48.0758,-66.282,
CA-0624,153.924,46.051003,-73.78,
CA-0625,249.0216,58.407203,-115.973601,
CA-0626,,44.347171,-76.175423,
CA-0627,262.128,49.7534,-77.6626,
CA-0628,294.132,52.036,-95.47,
CA-0629,712.3176000000001,55.0675,-117.2718,
CA-0630,3.6576000000000004,49.486989,-124.435062,
CA-0631,328.2696,47.937102,-77.3534,
CA-0632,455.06640000000004,54.27,-107.795,
CA-0633,1207.9224000000002,51.0589,-114.171401,
CA-0634,0.0,53.057,-129.677008,
CA-0635,296.2656,43.9931,-79.2674,
CA-0636,7.315200000000001,48.8734,-123.2914,
CA-0637,351.73920000000004,45.739983,-71.21865,
CA-0638,10.972800000000001,46.259103,-72.9511,
CA-0639,701.0400000000001,52.063197,-123.258464,
CA-0640,682.7520000000001,54.450003,-124.31,
CA-0641,0.0,53.480001,-128.13,
CA-0642,4.2672,52.271104,-128.405304,
CA-0643,946.0992,51.9832,-114.0115,
CA-0644,105.156,45.835,-76.752,
CA-0645,10.0584,53.0536,-129.680003,
CA-0646,475.1832,51.010905,-118.209501,
CA-0647,19.2024,48.4248,-123.225802,
CA-0648,0.0,52.312,-55.827,
CA-0649,0.0,56.545849,-79.230807,
CA-0650,312.1152,49.803502,-89.252,
CA-0651,114.60480000000001,43.9667,-78.286901,
CA-0652,321.2592,48.1551,-78.1412,
CA-0653,268.224,46.8844,-75.3329,
CA-0654,646.176,54.3014,-111.498901,
CA-0655,20.1168,46.834,-71.2841,
CA-0656,0.0,51.409004,-57.201,
CA-0657,35.9664,45.640002,-74.75,
CA-0658,0.0,49.68,-123.165001,
CA-0659,874.7760000000001,49.109,-116.0598,
CA-0660,3.9624,53.492902,-130.6353,
CA-0661,8.5344,51.6045,-127.863602,
CA-0662,879.9576000000001,55.450345,-125.457764,
CA-0663,99.06,46.654,-72.704,
CA-0664,12.192,49.1739,-122.951,
CA-0665,1002.792,49.09,-111.865,
CA-0666,85.34400000000001,45.29917,-75.5,
CA-0667,1135.38,49.5163,-113.937,
CA-0668,946.404,49.502,-112.108001,
CA-0669,874.7760000000001,49.6877,-111.875202,
CA-0670,903.7320000000001,49.4995,-111.7829,
CA-0671,71.0184,47.416,-53.4245,
CA-0672,0.0,64.2425,-76.524986,
CA-0673,,48.66713,-123.15274,
CA-0674,914.4000000000001,53.255704,-121.42034,
CA-0675,331.0128,49.6963,-86.86,
CA-0676,430.98720000000003,45.6711,-78.7717,
CA-0677,3.048,49.020113,-122.732826,
CA-0678,340.76640000000003,43.7833,-81.195802,
CA-0679,348.99600000000004,47.684536,-81.719822,
CA-0680,529.4376,51.9683,-105.9067,
CA-0681,185.0136,45.802801,-75.054098,
CA-0682,,44.569964,-79.233377,
CA-0683,,44.569697,-79.2237,
CA-0684,225.55200000000002,44.570564,-79.224504,
CA-0685,0.9144000000000001,58.085,-68.4,
CA-0686,0.0,50.21,-60.675,
CA-0687,125.8824,51.49137,-56.89082,
CA-0688,21.031200000000002,45.812972,-64.239019,
CA-0689,0.0,51.725117,-56.440726,
CA-0690,24.9936,46.142276,-60.634297,
CA-0691,2.4384,45.734393,-63.324875,
CA-0692,0.0,49.93811,-56.177848,
CA-0693,,48.018834,-66.630899,
CA-0694,0.0,53.700893,-57.027136,
CA-0695,0.0,48.508475,-53.07021,
CA-0696,,46.217852,-63.138428,
CA-0697,136.8552,53.515182,-63.988769,
CA-0698,74.0664,44.647193,-64.09235,
CA-0699,219.15120000000002,54.220665,-95.766588,
CA-0700,485.8512,43.967869,-80.225381,
CA-0701,13.411200000000001,48.175468,-65.894721,
CA-0702,122.5296,45.474036,-62.716645,
